id,driver_id,driver_ssign_id,imei,date_from,date_to,overspeed_accuracy,overspeed_zone,overspeed_road,overspeed_standard,os_acc_distance,os_zo_distance,os_ro_distance,os_st_distance,distance_traveled,duration_traveled,engine_idle,harsh_breaking,harsh_cornering,harsh_acceleration,seat_belt,engine_work,type
3925,584,A800000170D7F501,354018114557428,"2025-12-02 06:54:37","2025-12-02 09:03:18",0,0,0,2,0,0,0,1.5,8.99,1602,6083,0,0,0,7,7685,0
3926,585,970000016EAB4601,354018114557428,"2025-12-02 09:03:19","2025-12-02 12:19:46",0,0,0,6,0,0,0,14.867,23.84,1415,10350,0,0,0,9,11765,0
3927,586,980000013457CE01,864636062748237,"2025-12-02 01:09:22","2025-12-03 00:00:00",0,0,0,27,0,0,0,52.915,126.36,8645,59806,0,0,0,26,68451,0
3928,589,4F0000017111AE01,354018114557428,"2025-12-02 12:19:47","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.42,458,0,0,0,0,3,458,0
3929,591,D200000118FF4401,354017114717057,"2025-12-02 05:06:09","2025-12-02 11:12:36",0,0,0,7,0,0,0,5.667,32.33,3067,2277,0,0,0,35,5344,0
3930,596,DF00000123D67501,354018114482791,"2025-12-02 12:45:42","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,10.54,1339,1607,0,0,0,14,2946,0
3931,599,E00000016E4D7201,354018114123759,"2025-12-02 04:47:09","2025-12-03 00:00:00",0,0,0,7,0,0,0,27.799,39.66,2142,29685,0,0,0,13,31827,0
3932,603,AC00000171BC7501,864636061149684,"2025-12-02 08:38:07","2025-12-02 13:05:16",0,0,0,0,0,0,0,0,2.81,9410,0,0,0,0,2,9410,0
3933,605,C3000001729C1101,864636062475005,"2025-12-02 02:33:55","2025-12-03 00:00:00",0,0,0,14,0,0,0,29.959,58.93,6553,25686,0,0,0,21,32239,0
3934,606,02000001855DB601,864636061353575,"2025-12-02 05:23:29","2025-12-03 00:00:00",0,0,0,10,0,0,0,36.112,89.97,8075,16459,0,0,0,61,24534,0
3935,606,02000001855DB601,864636062682972,"2025-12-02 09:41:15","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,8626,0,0,0,0,8626,0
3936,607,030000016E3E8401,357544376941569,"2025-12-02 13:14:42","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,2,609,12689,0,0,0,1,13298,0
3937,607,030000016E3E8401,864636061239634,"2025-12-02 11:01:30","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,3.1,1638,5433,0,0,0,0,7071,0
3938,609,C10000016E548601,864636060012784,"2025-12-02 11:29:28","2025-12-03 00:00:00",0,0,0,10,0,0,0,24.374,49.98,4199,27498,0,0,0,22,31697,0
3939,615,A5000001175B3701,864636062616889,"2025-12-02 04:04:33","2025-12-03 00:00:00",0,0,0,7,0,0,0,12.195,53.07,6008,39972,0,0,0,45,45980,0
3940,616,DF0000016E66D701,864636061155848,"2025-12-02 06:57:29","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.07,25,1335,0,0,0,0,1360,0
3941,618,E40000016ED53901,864636061255846,"2025-12-02 06:44:22","2025-12-03 00:00:00",0,0,0,10,0,0,0,29.7,79,7468,49791,0,0,0,58,57259,0
3942,632,15000001710E3501,354018114547932,"2025-12-02 10:09:42","2025-12-03 00:00:00",0,0,0,5,0,0,0,6.174,24.66,2621,1041,0,0,0,17,3662,0
3943,636,590000016E36D901,864636062855396,"2025-12-02 04:24:22","2025-12-03 00:00:00",0,0,0,29,0,0,0,243.599,334.2,18042,14887,0,0,0,95,32929,0
3944,637,9900000170BF1401,350317172748968,"2025-12-02 11:43:25","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,649,6A00000172CDD301,350424063633711,"2025-12-02 16:10:11","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,649,6A00000172CDD301,357544376933335,"2025-12-02 07:11:34","2025-12-02 11:36:40",0,0,0,13,0,0,0,124.797,145.24,7193,8712,0,0,0,18,15905,0
3947,653,01000001718C9501,864636061171902,"2025-12-02 03:35:15","2025-12-02 13:44:03",0,0,0,0,0,0,0,0,77.99,8565,26783,0,0,0,49,35348,0
3948,653,01000001718C9501,864636061241515,"2025-12-02 02:13:36","2025-12-02 03:47:59",0,0,0,0,0,0,0,0,0,0,5656,0,0,0,0,5656,0
3949,654,4700000172C97101,864636060277726,"2025-12-02 03:12:50","2025-12-03 00:00:00",0,0,0,42,0,0,0,141.777,207.9,12711,46735,0,0,0,66,59446,0
3950,658,C500000170E86401,864636061219362,"2025-12-02 09:29:27","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.64,725,2817,0,0,0,0,3542,0
3951,659,C00000016E493F01,864636060000599,"2025-12-02 11:08:20","2025-12-03 00:00:00",0,0,0,2,0,0,0,7.413,14.32,1232,2208,0,0,0,6,3440,0
3952,660,4D0000016EC3A201,359632109504719,"2025-12-02 03:51:49","2025-12-03 00:00:00",0,0,0,5,0,0,0,1.937,138.86,12592,11076,0,0,0,97,23668,0
3953,671,C600000172CD3401,357544376803413,"2025-12-02 12:15:30","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,19.18,3550,24217,0,0,0,31,27767,0
3954,671,C600000172CD3401,357544376941569,"2025-12-02 05:54:46","2025-12-02 13:14:41",0,0,0,0,0,0,0,0,34.29,5338,9682,0,0,0,15,15020,0
3955,681,5D000001719AEA01,864636061251563,"2025-12-02 11:32:34","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.32,679,1733,0,0,0,3,2412,0
3956,684,2A0000016E1B1201,357544376933335,"2025-12-02 11:36:41","2025-12-03 00:00:00",0,0,0,5,0,0,0,3.64,20.79,2064,0,0,0,0,13,2064,0
3957,689,790000016E338D01,357544376925067,"2025-12-02 11:35:20","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.24,111,41050,0,0,0,0,41161,0
3958,690,760000016E704C01,864636060013170,"2025-12-02 06:56:21","2025-12-03 00:00:00",0,0,0,5,0,0,0,9.727,24.28,2266,365,0,0,0,14,2631,0
3959,697,64000001724AC901,864636061220964,"2025-12-02 04:37:40","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.82,757,1247,0,0,0,1,2004,0
3960,703,540000016E082A01,354018114517109,"2025-12-02 10:38:24","2025-12-03 00:00:00",0,0,0,7,0,0,0,10.028,25.26,2918,2944,0,0,0,12,5862,0
3961,706,B10000016E164101,864636060157514,"2025-12-02 02:52:17","2025-12-03 00:00:00",0,0,0,1,0,0,0,4.689,13.28,1043,24552,0,0,0,5,25595,0
3962,707,430000016F931C01,357544376783359,"2025-12-02 03:18:36","2025-12-03 00:00:00",0,0,0,23,0,0,0,49.762,132.27,12793,33102,0,0,0,107,45895,0
3963,714,D200000170FDB801,354018114553559,"2025-12-02 04:00:39","2025-12-03 00:00:00",0,0,0,22,0,0,0,60.481,146.48,11956,14410,0,0,0,57,26366,0
3964,714,D200000170FDB801,864636062875410,"2025-12-02 11:18:00","2025-12-03 00:00:00",0,0,0,1,0,0,0,0.648,17.13,1514,1570,0,0,0,9,3084,0
3965,717,030000016EB20401,354018114517109,"2025-12-02 09:24:33","2025-12-02 10:38:23",0,0,0,5,0,0,0,29.641,42.51,2186,1153,0,0,0,10,3339,0
3966,719,DF0000016EDC8301,350424063320863,"2025-12-02 11:05:38","2025-12-03 00:00:00",0,0,0,3,0,0,0,4.153,17.51,1473,0,0,0,0,3,1473,0
3967,722,6F0000013390DD01,863719061823176,"2025-12-02 06:18:10","2025-12-03 00:00:00",0,0,0,2,0,0,0,11.213,39.78,8253,43049,0,0,0,29,51302,0
3968,722,6F0000013390DD01,864636061171902,"2025-12-02 01:17:31","2025-12-02 03:35:14",0,0,0,0,0,0,0,0,48.78,5365,2896,0,0,0,29,8261,0
3969,722,6F0000013390DD01,864636061241150,"2025-12-02 18:55:06","2025-12-03 00:00:00",0,0,0,2,0,0,0,2.036,25.86,2491,1178,0,0,0,11,3669,0
3970,725,7B000001727D6001,864636061144958,"2025-12-02 04:52:23","2025-12-03 00:00:00",0,0,0,2,0,0,0,3.405,33.05,5927,27526,0,0,0,44,33453,0
3971,726,B50000018592AE01,864636061388811,"2025-12-02 12:09:49","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,3.48,1526,1011,0,0,0,1,2537,0
3972,728,BE0000016EA36E01,864636060282130,"2025-12-02 16:53:41","2025-12-03 00:00:00",0,0,0,6,0,0,0,17.133,33.06,2509,17843,0,0,0,19,20352,0
3973,737,D000000170BCA401,864636062486077,"2025-12-02 06:30:23","2025-12-03 00:00:00",0,0,0,1,0,0,0,0.347,14.4,1641,19445,0,0,0,22,21086,0
3974,739,F000000172CAFF01,864636060385008,"2025-12-02 04:45:18","2025-12-03 00:00:00",0,0,0,20,0,0,0,80.363,138.42,9636,20636,0,0,0,51,30272,0
3975,741,120000016EE5C901,350424063304446,"2025-12-02 08:57:48","2025-12-03 00:00:00",0,0,0,6,0,0,0,13.358,43.68,6871,11415,0,0,0,43,18286,0
3976,742,D70000016EE48501,864636060353006,"2025-12-02 14:35:37","2025-12-03 00:00:00",0,0,0,5,0,0,0,21.349,35.18,2184,31093,0,0,0,8,33277,0
3977,747,9D0000016EDB8D01,350424063320145,"2025-12-02 04:58:20","2025-12-03 00:00:00",0,0,0,20,0,0,0,45.488,102.06,6945,22367,0,0,0,43,29312,0
3978,749,D600000172F3B001,350424063319832,"2025-12-02 16:24:46","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,758,4A0000016EC20B01,350424063304453,"2025-12-02 03:56:24","2025-12-03 00:00:00",0,0,0,12,0,0,0,24.707,68.57,6848,36119,0,0,0,41,42967,0
3980,766,820000016E1D8501,864636060280860,"2025-12-02 04:14:50","2025-12-02 05:23:11",0,0,0,2,0,0,0,5.994,17.86,1467,375,0,0,0,4,1842,0
3981,778,F200000171A2D101,864636062619099,"2025-12-02 09:02:16","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,8.98,1389,1253,0,0,0,15,2642,0
3982,796,F100000172C95101,350424063270720,"2025-12-02 04:51:21","2025-12-03 00:00:00",0,0,0,7,0,0,0,17.83,66.52,7533,52000,0,0,0,40,59533,0
3983,804,2F0000016F6C3201,350424063316465,"2025-12-02 05:37:44","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,18.18,2110,24375,0,0,0,29,26485,0
3984,807,8C0000017200B601,864636061234486,"2025-12-02 09:46:18","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,14,1837,0,0,0,0,17,1837,0
3985,813,260000016DF36901,864636060398753,"2025-12-02 09:58:18","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.42,573,18868,0,0,0,0,19441,0
3986,816,A9000001717FC701,357544374563753,"2025-12-02 05:21:16","2025-12-03 00:00:00",0,0,0,1,0,0,0,1.168,15.31,2732,24949,0,0,0,11,27681,0
3987,817,A000000170F49901,864636061156580,"2025-12-02 06:58:19","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,4.11,2043,15391,0,0,0,3,17434,0
3988,822,0800000171CD5301,864636061255176,"2025-12-02 13:06:17","2025-12-03 00:00:00",0,0,0,1,0,0,0,3.19,17.15,2119,418,0,0,0,20,2537,0
3989,824,4D0000016EBF9A01,350424063320749,"2025-12-02 10:44:34","2025-12-03 00:00:00",0,0,0,11,0,0,0,24.333,79.98,7716,22694,0,0,0,55,30410,0
3990,824,4D0000016EBF9A01,354017114717057,"2025-12-02 11:12:37","2025-12-03 00:00:00",0,0,0,1,0,0,0,1.034,29.4,2851,1673,0,0,0,25,4524,0
3991,828,A50000016EB84601,864636061241044,"2025-12-02 16:43:03","2025-12-03 00:00:00",0,0,0,3,0,0,0,8.685,23.56,1709,0,0,0,0,5,1709,0
3992,830,4400000103AE2C01,359632109499662,"2025-12-02 13:21:28","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.03,33,0,0,0,0,0,33,0
3993,835,5B0000016E57CE01,864636061149684,"2025-12-02 08:34:12","2025-12-02 08:38:06",0,0,0,0,0,0,0,0,0.1,217,0,0,0,0,0,217,0
3994,837,7C000001730F2E01,864636060392475,"2025-12-02 13:06:22","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,13.07,1439,0,0,0,0,22,1439,0
3995,839,5A0000016E608601,864636061236101,"2025-12-02 04:33:56","2025-12-03 00:00:00",0,0,0,6,0,0,0,15.753,85.59,8280,47196,0,0,0,61,55476,0
3996,839,5A0000016E608601,864636061241184,"2025-12-02 06:53:29","2025-12-02 12:25:37",0,0,0,4,0,0,0,3.395,54.31,5907,14018,0,0,0,28,19925,0
3997,840,100000016E3DA101,864636061241515,"2025-12-02 12:48:58","2025-12-02 14:07:38",0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,4710,0
3998,841,080000016EC16101,864636061236044,"2025-12-02 01:44:25","2025-12-03 00:00:00",0,0,0,13,0,0,0,18.49,145.92,10852,55886,0,0,0,44,66738,0
3999,842,0A00000172B19001,864636061235913,"2025-12-02 01:21:11","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,140.07,14848,32328,0,0,0,90,47176,0
4000,842,0A00000172B19001,864636061241515,"2025-12-02 03:48:00","2025-12-02 04:57:00",0,0,0,0,0,0,0,0,8.67,1188,2946,0,0,0,10,4134,0
4001,845,780000016EA2B401,864636061353823,"2025-12-02 12:13:40","2025-12-03 00:00:00",0,0,0,11,0,0,0,21.055,51.89,4811,7512,0,0,0,44,12323,0
4002,851,9B0000016E541301,354018114553708,"2025-12-02 07:01:00","2025-12-03 00:00:00",0,0,0,8,0,0,0,11.476,72.03,8931,20893,0,0,0,37,29824,0
4003,853,12000001724C4901,864636061241150,"2025-12-02 02:58:19","2025-12-02 18:55:05",0,0,0,5,0,0,0,8.587,30.73,2748,54652,0,0,0,15,57400,0
4004,853,12000001724C4901,864636061241184,"2025-12-02 12:25:38","2025-12-03 00:00:00",0,0,0,1,0,0,0,0.533,29.16,2850,4715,0,0,0,16,7565,0
4005,855,E700000172D7EB01,864636062617556,"2025-12-02 04:08:35","2025-12-03 00:00:00",0,0,0,14,0,0,0,77.642,131.66,8174,15734,0,0,0,48,23908,0
4006,861,5A0000016E903E01,357544376803413,"2025-12-02 03:41:30","2025-12-02 12:15:29",0,0,0,8,0,0,0,16.158,75.42,11814,17164,0,0,0,44,28978,0
4007,868,A800000170D7F501,354018114557428,"2025-12-02 06:54:37","2025-12-02 09:03:18",0,0,0,2,0,0,0,1.5,8.99,1602,6083,0,0,0,7,7685,0
4008,869,970000016EAB4601,354018114557428,"2025-12-02 09:03:19","2025-12-02 12:19:46",0,0,0,6,0,0,0,14.867,23.84,1415,10350,0,0,0,9,11765,0
4009,870,980000013457CE01,864636062748237,"2025-12-02 01:09:22","2025-12-03 00:00:00",0,0,0,27,0,0,0,52.915,126.36,8645,59806,0,0,0,26,68451,0
4010,873,4F0000017111AE01,354018114557428,"2025-12-02 12:19:47","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.42,458,0,0,0,0,3,458,0
4011,875,D200000118FF4401,354017114717057,"2025-12-02 05:06:09","2025-12-02 11:12:36",0,0,0,7,0,0,0,5.667,32.33,3067,2277,0,0,0,35,5344,0
4012,880,DF00000123D67501,354018114482791,"2025-12-02 12:45:42","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,10.54,1339,1607,0,0,0,14,2946,0
4013,883,E00000016E4D7201,354018114123759,"2025-12-02 04:47:09","2025-12-03 00:00:00",0,0,0,7,0,0,0,27.799,39.66,2142,29685,0,0,0,13,31827,0
4014,887,AC00000171BC7501,864636061149684,"2025-12-02 08:38:07","2025-12-02 13:05:16",0,0,0,0,0,0,0,0,2.81,9410,0,0,0,0,2,9410,0
4015,889,C3000001729C1101,864636062475005,"2025-12-02 02:33:55","2025-12-03 00:00:00",0,0,0,14,0,0,0,29.959,58.93,6553,25686,0,0,0,21,32239,0
4016,890,02000001855DB601,864636061353575,"2025-12-02 05:23:29","2025-12-03 00:00:00",0,0,0,10,0,0,0,36.112,89.97,8075,16459,0,0,0,61,24534,0
4017,890,02000001855DB601,864636062682972,"2025-12-02 09:41:15","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,8626,0,0,0,0,8626,0
4018,891,030000016E3E8401,357544376941569,"2025-12-02 13:14:42","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,2,609,12689,0,0,0,1,13298,0
4019,891,030000016E3E8401,864636061239634,"2025-12-02 11:01:30","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,3.1,1638,5433,0,0,0,0,7071,0
4020,893,C10000016E548601,864636060012784,"2025-12-02 11:29:28","2025-12-03 00:00:00",0,0,0,10,0,0,0,24.374,49.98,4199,27498,0,0,0,22,31697,0
4021,899,A5000001175B3701,864636062616889,"2025-12-02 04:04:33","2025-12-03 00:00:00",0,0,0,7,0,0,0,12.195,53.07,6008,39972,0,0,0,45,45980,0
4022,900,DF0000016E66D701,864636061155848,"2025-12-02 06:57:29","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.07,25,1335,0,0,0,0,1360,0
4023,902,E40000016ED53901,864636061255846,"2025-12-02 06:44:22","2025-12-03 00:00:00",0,0,0,10,0,0,0,29.7,79,7468,49791,0,0,0,58,57259,0
4024,1196,,350424067531853,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,1197,,359632108017317,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,1199,,864636061330680,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,1200,,864636061234379,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,1201,,864636061331340,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,1202,,864636061331605,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,17,0,0,0,44.708,112.29,8632,12340,0,0,0,54,20972,0
4030,1203,,864636061829020,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,3,0,0,0,7.35,78.8,12157,20129,0,0,0,84,32286,0
4031,1204,,357544376803405,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,39.16,6627,28519,0,0,0,58,35146,0
4032,1205,,864636061251639,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,46,0,0,0,298.522,396.09,25648,20897,0,0,0,189,46545,0
4033,1207,,350612070033921,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,7,0,0,0,9.812,111.15,15175,26549,0,0,0,129,41724,0
4034,1208,,864636061251712,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,18,0,0,0,14.403,114.68,14566,18707,0,0,0,137,33273,0
4035,1210,,864636061255879,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,27.33,6363,25771,0,0,0,33,32134,0
4036,1211,,357544374129704,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,1212,,864636060217821,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,29,0,0,0,73.692,121.25,8405,12393,0,0,0,62,20798,0
4038,1213,,359633104927665,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,1214,,864636060300171,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,1215,,359632107557339,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,20,0,0,0,51.959,83.05,5665,34122,0,0,0,28,39787,0
4041,1216,,864636061330227,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,17,0,0,0,22.724,129.06,13300,48969,0,0,0,107,62269,0
4042,1217,,359633105274760,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,8,0,0,0,8.169,66.85,11164,10730,0,0,0,84,21894,0
4043,1218,,864636061380347,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,1219,,863719062134318,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,11,0,0,0,15.328,42.72,5543,38538,0,0,0,34,44081,0
4045,1220,,354017119742209,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,10,0,0,0,26.421,79.67,10723,21141,0,0,0,85,31864,0
4046,1221,,350424066906403,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,10,0,0,0,58.436,80.22,5785,28786,0,0,0,35,34571,0
4047,1222,,864636061782666,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,40,0,0,0,145.648,231.78,18250,15636,0,0,0,163,33886,0
4048,1223,,864636061331191,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,23,0,0,0,46.663,120.97,11326,23166,0,0,0,60,34492,0
4049,1224,,864636060200116,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,7,0,0,0,6.957,51.77,7875,15084,0,0,0,86,22959,0
4050,1225,,864636061346728,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,13,0,0,0,52.089,85.24,5882,27476,0,0,0,28,33358,0
4051,1226,,864636061331308,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,7,2.98,0,0,10.674,42.25,7742,36383,0,0,0,62,44125,0
4052,5919,,869867030826459,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,22,0,0,0,23.357,175.82,16000,70179,0,0,0,56,86179,0
4053,7743,,357544376519282,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,17,0,0,0,25.516,365.76,32169,24812,0,0,0,40,56981,0
4054,7744,,867157040008385,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,7744,,864636067682084,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,7745,,867157040061053,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,7745,,357544376533705,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,7746,,867157040006272,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,7746,,869867030812798,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,11,0,0,0,7.694,249.6,66316,16689,0,0,0,176,83005,0
4060,7750,,867157040061970,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,7751,,354018114493640,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,13,0,0,0,75.145,98.93,5787,30403,0,0,0,51,36190,0
4062,43,,866069063549297,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,23,0,0,0,57.81,167.29,12520,25629,0,0,0,66,38149,0
4063,44,,866069063407165,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,5,0,0,0,4.158,99.57,15382,29338,0,0,0,104,44720,0
4064,45,,866069064219379,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,46,,866069063502189,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,42230,0,0,0,0,42230,0
4066,48,,866069063407256,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,49,,866069064227513,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,50,,866069064227703,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,51,,866069064219239,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,52,,866069062061385,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,53,,866069062061575,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,54,,866069062061559,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,55,,866069063690620,"2025-12-02 00:00:00","2025-12-03 00:00:00",0,0,0,3,0,0,0,1.31,114.65,14203,28551,0,0,0,110,42754,0
4074,916,15000001710E3501,354018114547932,"2025-12-02 10:09:42","2025-12-03 00:00:00",0,0,0,5,0,0,0,6.174,24.66,2621,1041,0,0,0,17,3662,0
4075,920,590000016E36D901,864636062855396,"2025-12-02 04:24:22","2025-12-03 00:00:00",0,0,0,29,0,0,0,243.599,334.2,18042,14887,0,0,0,95,32929,0
4076,921,9900000170BF1401,350317172748968,"2025-12-02 11:43:25","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,933,6A00000172CDD301,350424063633711,"2025-12-02 16:10:11","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,933,6A00000172CDD301,357544376933335,"2025-12-02 07:11:34","2025-12-02 11:36:40",0,0,0,13,0,0,0,124.797,145.24,7193,8712,0,0,0,18,15905,0
4079,937,01000001718C9501,864636061171902,"2025-12-02 03:35:15","2025-12-02 13:44:03",0,0,0,0,0,0,0,0,77.99,8565,26783,0,0,0,49,35348,0
4080,937,01000001718C9501,864636061241515,"2025-12-02 02:13:36","2025-12-02 03:47:59",0,0,0,0,0,0,0,0,0,0,5656,0,0,0,0,5656,0
4081,938,4700000172C97101,864636060277726,"2025-12-02 03:12:50","2025-12-03 00:00:00",0,0,0,42,0,0,0,141.777,207.9,12711,46735,0,0,0,66,59446,0
4082,942,C500000170E86401,864636061219362,"2025-12-02 09:29:27","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,0.64,725,2817,0,0,0,0,3542,0
4083,943,C00000016E493F01,864636060000599,"2025-12-02 11:08:20","2025-12-03 00:00:00",0,0,0,2,0,0,0,7.413,14.32,1232,2208,0,0,0,6,3440,0
4084,944,4D0000016EC3A201,359632109504719,"2025-12-02 03:51:49","2025-12-03 00:00:00",0,0,0,5,0,0,0,1.937,138.86,12592,11076,0,0,0,97,23668,0
4085,965,5D000001719AEA01,864636061251563,"2025-12-02 11:32:34","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.32,679,1733,0,0,0,3,2412,0
4086,968,2A0000016E1B1201,357544376933335,"2025-12-02 11:36:41","2025-12-03 00:00:00",0,0,0,5,0,0,0,3.64,20.79,2064,0,0,0,0,13,2064,0
4087,974,760000016E704C01,864636060013170,"2025-12-02 06:56:21","2025-12-03 00:00:00",0,0,0,5,0,0,0,9.727,24.28,2266,365,0,0,0,14,2631,0
4088,981,64000001724AC901,864636061220964,"2025-12-02 04:37:40","2025-12-03 00:00:00",0,0,0,0,0,0,0,0,1.82,757,1247,0,0,0,1,2004,0
4089,987,540000016E082A01,354018114517109,"2025-12-02 10:38:24","2025-12-03 00:00:00",0,0,0,7,0,0,0,10.028,25.26,2918,2944,0,0,0,12,5862,0
